sample_id,t_1_score,t_1_s_sel,t_1_s_cond,t_1_s_agg,t_1_s_nest,t_1_s_oth
train.168,0,1.0,0.5,1.0,1.0,1.0
train.172,0,1.0,0.2,0.0,0.0,1.0
train.183,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.184,0,0.6666666666666666,0.0,0.0,0.0,0.5
train.188,0,1.0,1.0,1.0,1.0,1.0
train.189,0,0.8,1.0,0.0,1.0,1.0
train.190,0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0
train.191,0,0.8,1.0,0.0,1.0,1.0
train.192,0,0.5714285714285715,1.0,0.5,1.0,1.0
train.195,1,1.0,0.6666666666666666,1.0,0.5,1.0
train.196,1,1.0,0.6666666666666666,1.0,0.5,1.0
train.198,1,1.0,0.5,1.0,1.0,1.0
train.204,0,1.0,1.0,1.0,1.0,0.5
train.205,1,1.0,0.8333333333333333,1.0,0.0,1.0
train.206,1,1.0,0.8333333333333333,1.0,0.0,1.0
train.208,0,0.6666666666666666,0.4,0.0,0.5,1.0
train.211,0,0.5833333333333333,0.0,1.0,0.0,1.0
train.212,0,0.5833333333333333,0.0,1.0,0.0,1.0
train.214,0,1.0,1.0,0.0,1.0,1.0
train.227,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.230,0,1.0,1.0,1.0,0.0,1.0
train.255,1,1.0,1.0,1.0,1.0,1.0
train.256,0,0.5,1.0,0.0,1.0,1.0
train.257,0,0.5,1.0,0.0,1.0,1.0
train.260,1,1.0,1.0,1.0,1.0,1.0
train.261,1,1.0,1.0,1.0,1.0,1.0
train.262,1,1.0,1.0,1.0,1.0,1.0
train.263,1,1.0,1.0,1.0,1.0,1.0
train.267,1,1.0,1.0,1.0,1.0,1.0
train.272,0,1.0,0.75,1.0,1.0,1.0
train.273,0,1.0,0.75,1.0,1.0,1.0
train.285,0,1.0,0.3333333333333333,0.0,0.0,1.0
train.286,0,1.0,0.3333333333333333,0.0,1.0,1.0
train.288,0,1.0,0.0,1.0,0.5,1.0
train.293,1,1.0,1.0,1.0,1.0,1.0
train.295,0,0.5,1.0,0.0,1.0,1.0
train.304,1,1.0,1.0,1.0,1.0,1.0
train.311,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.312,1,1.0,1.0,1.0,1.0,0.5
train.315,0,1.0,0.0,1.0,1.0,1.0
train.316,0,1.0,0.0,0.0,0.0,0.5
train.317,1,1.0,1.0,1.0,1.0,1.0
train.319,1,1.0,1.0,1.0,1.0,1.0
train.320,1,1.0,0.0,1.0,0.0,0.0
train.329,0,1.0,0.5,1.0,1.0,1.0
train.330,0,1.0,0.5,1.0,1.0,1.0
train.331,0,1.0,0.5,1.0,1.0,1.0
train.332,0,1.0,0.5,1.0,1.0,1.0
train.337,0,0.6666666666666666,0.75,1.0,1.0,1.0
train.338,0,0.3333333333333333,0.75,0.0,1.0,1.0
train.387,1,1.0,1.0,1.0,1.0,1.0
train.388,0,1.0,1.0,1.0,1.0,1.0
train.390,0,1.0,0.75,1.0,1.0,1.0
train.394,0,1.0,0.75,1.0,1.0,1.0
train.400,0,1.0,1.0,1.0,1.0,1.0
train.402,0,1.0,0.5,1.0,1.0,1.0
train.407,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.408,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.415,0,0.5,1.0,0.0,1.0,1.0
train.416,0,0.5,1.0,0.0,1.0,1.0
train.429,0,0.6666666666666666,0.5,1.0,0.5,1.0
train.430,0,0.6666666666666666,0.5,1.0,0.5,1.0
train.431,0,1.0,0.0,0.0,0.0,0.5
train.432,0,1.0,0.0,0.0,0.0,0.5
train.433,0,0.6666666666666666,0.5,0.0,1.0,0.5
train.434,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.437,0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5
train.438,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.442,0,0.0,1.0,1.0,1.0,0.5
train.448,0,1.0,0.0,1.0,1.0,1.0
train.450,0,1.0,0.5,1.0,1.0,1.0
train.452,0,0.0,0.5,1.0,1.0,1.0
train.455,0,0.0,1.0,0.0,1.0,0.5
train.456,0,0.0,1.0,0.0,1.0,0.5
train.458,0,1.0,1.0,0.0,0.0,0.5
train.462,0,0.0,1.0,1.0,1.0,1.0
train.470,1,1.0,1.0,1.0,1.0,1.0
train.471,0,1.0,0.5,1.0,1.0,1.0
train.472,0,1.0,0.5,1.0,1.0,1.0
train.491,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.501,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.502,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.503,0,1.0,0.5,1.0,1.0,1.0
train.504,0,0.0,0.5,1.0,1.0,1.0
train.508,0,0.5,0.0,1.0,0.5,1.0
train.509,0,1.0,0.3333333333333333,1.0,1.0,1.0
train.510,0,1.0,0.8333333333333333,1.0,1.0,1.0
train.511,0,0.0,0.3333333333333333,1.0,0.0,1.0
train.512,0,0.0,0.5,1.0,1.0,1.0
train.513,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.514,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.518,1,0.0,1.0,0.0,1.0,1.0
train.519,0,1.0,0.25,1.0,0.0,1.0
train.520,0,1.0,0.4,0.0,0.0,1.0
train.522,0,1.0,0.8333333333333333,1.0,1.0,1.0
train.523,0,1.0,0.2,1.0,1.0,1.0
train.524,0,1.0,0.25,1.0,0.0,1.0
train.525,0,0.5,0.375,1.0,1.0,1.0
train.526,0,0.5,0.25,1.0,0.0,1.0
train.527,0,1.0,0.6000000000000001,1.0,1.0,1.0
train.528,0,0.0,0.6666666666666666,1.0,1.0,1.0
train.529,0,1.0,0.7857142857142858,1.0,1.0,1.0
train.530,0,0.0,0.5333333333333333,1.0,0.0,1.0
train.531,0,1.0,0.0,1.0,1.0,0.5
train.532,0,1.0,0.0,1.0,1.0,0.5
train.533,0,1.0,0.6190476190476191,1.0,1.0,1.0
train.534,1,1.0,0.5833333333333333,1.0,1.0,1.0
train.535,0,1.0,0.75,1.0,1.0,1.0
train.536,0,1.0,0.3333333333333333,1.0,0.0,1.0
train.542,0,1.0,1.0,1.0,1.0,0.0
train.553,1,1.0,1.0,1.0,1.0,1.0
train.555,1,1.0,1.0,1.0,1.0,1.0
train.560,0,1.0,0.75,1.0,1.0,1.0
train.564,0,1.0,0.0,1.0,1.0,1.0
train.565,1,1.0,1.0,1.0,1.0,0.5
train.566,0,1.0,0.0,1.0,1.0,0.0
train.567,0,0.8,0.5,1.0,1.0,1.0
train.568,0,0.8,1.0,1.0,1.0,1.0
train.575,1,1.0,1.0,1.0,1.0,1.0
train.580,0,1.0,0.5,1.0,1.0,1.0
train.587,1,1.0,1.0,1.0,1.0,1.0
train.589,1,1.0,1.0,1.0,1.0,1.0
train.592,1,1.0,1.0,1.0,1.0,1.0
train.593,0,0.0,1.0,1.0,1.0,0.5
train.594,0,0.0,1.0,1.0,1.0,0.5
train.604,0,1.0,0.5,1.0,1.0,1.0
train.606,0,1.0,1.0,1.0,1.0,0.0
train.608,0,1.0,0.5,1.0,0.0,1.0
train.611,1,1.0,1.0,1.0,1.0,1.0
train.623,0,1.0,1.0,1.0,1.0,1.0
train.624,0,1.0,0.5,1.0,1.0,1.0
train.625,0,1.0,1.0,1.0,1.0,1.0
train.626,0,1.0,1.0,1.0,1.0,1.0
train.630,0,1.0,0.75,1.0,1.0,1.0
train.632,0,1.0,0.75,1.0,1.0,1.0
train.640,0,1.0,0.75,1.0,1.0,1.0
train.656,1,1.0,1.0,1.0,1.0,1.0
train.662,0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0
train.665,1,0.8,0.0,1.0,0.5,1.0
train.677,1,1.0,1.0,1.0,1.0,1.0
train.682,0,0.0,1.0,0.0,1.0,0.5
train.686,0,0.0,0.0,1.0,0.5,1.0
train.688,0,0.0,1.0,1.0,1.0,0.5
train.694,0,0.5714285714285715,1.0,1.0,1.0,1.0
train.704,0,0.4,0.6666666666666666,1.0,0.0,1.0
train.707,0,1.0,0.5,1.0,1.0,1.0
train.716,0,0.0,0.75,0.0,1.0,1.0
train.717,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.718,0,0.0,1.0,0.0,1.0,0.5
train.721,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.722,1,1.0,1.0,1.0,1.0,1.0
train.727,0,0.8,0.0,1.0,0.0,1.0
train.728,0,0.8,0.0,1.0,0.0,1.0
train.729,1,1.0,1.0,1.0,1.0,1.0
train.735,0,0.3333333333333333,1.0,0.0,1.0,0.5
train.743,1,1.0,1.0,1.0,1.0,1.0
train.745,1,1.0,1.0,1.0,1.0,1.0
train.777,0,1.0,0.0,1.0,0.0,1.0
train.779,0,0.5,1.0,0.0,1.0,1.0
train.780,0,0.5,1.0,0.0,1.0,1.0
train.789,0,1.0,0.5,1.0,1.0,1.0
train.792,0,1.0,0.75,1.0,1.0,1.0
train.794,1,1.0,0.75,1.0,1.0,1.0
train.798,0,1.0,0.25,1.0,0.5,1.0
train.814,1,1.0,1.0,1.0,1.0,1.0
train.825,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.837,0,0.0,1.0,1.0,1.0,0.5
train.839,1,0.5,1.0,0.0,1.0,1.0
train.846,1,1.0,1.0,1.0,1.0,1.0
train.850,1,0.0,0.6666666666666666,1.0,0.0,1.0
train.857,1,1.0,0.0,0.0,0.0,1.0
train.858,0,1.0,0.0,0.0,0.0,1.0
train.861,0,0.33333333333333337,1.0,1.0,1.0,0.5
train.862,0,0.33333333333333337,1.0,1.0,1.0,0.5
train.869,0,0.0,0.75,0.0,1.0,1.0
train.870,0,0.0,0.75,0.0,1.0,1.0
train.871,0,0.0,0.75,0.0,1.0,1.0
train.872,0,0.0,0.75,0.0,1.0,1.0
train.893,0,1.0,0.5,1.0,1.0,1.0
train.894,0,1.0,0.5,1.0,1.0,1.0
train.895,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.896,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.897,0,1.0,0.0,1.0,0.0,0.5
train.898,0,1.0,0.0,1.0,0.0,0.5
train.899,0,1.0,0.75,1.0,1.0,1.0
train.900,0,1.0,0.75,1.0,1.0,1.0
train.930,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.946,0,1.0,0.5,1.0,1.0,1.0
train.951,0,1.0,1.0,0.5,1.0,0.5
train.952,0,1.0,1.0,0.0,1.0,0.5
train.953,0,1.0,0.5,0.6666666666666666,1.0,0.5
train.954,0,1.0,0.5,0.6666666666666666,1.0,0.5
train.958,0,1.0,1.0,1.0,1.0,0.0
train.966,0,1.0,1.0,1.0,1.0,0.5
train.967,1,1.0,0.3333333333333333,0.0,0.0,1.0
train.968,0,1.0,0.0,1.0,0.0,1.0
train.969,0,1.0,0.3333333333333333,1.0,0.5,1.0
train.970,0,1.0,0.3333333333333333,1.0,0.5,1.0
train.1005,0,0.0,0.75,1.0,1.0,1.0
train.1006,0,0.6666666666666666,0.25,1.0,1.0,1.0
train.1025,0,0.0,1.0,1.0,1.0,1.0
train.1050,0,0.6666666666666666,0.3333333333333333,1.0,0.5,1.0
train.1051,0,1.0,0.0,1.0,1.0,1.0
train.1060,1,1.0,1.0,1.0,1.0,1.0
train.1064,0,1.0,0.5,1.0,1.0,1.0
train.1073,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1080,0,1.0,0.5,1.0,1.0,0.5
train.1082,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1083,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1092,0,0.5,1.0,1.0,1.0,1.0
train.1093,0,0.0,1.0,0.0,1.0,1.0
train.1094,1,1.0,1.0,1.0,1.0,1.0
train.1098,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1099,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1106,0,1.0,0.3333333333333333,0.0,0.0,1.0
train.1107,0,1.0,0.0,1.0,0.0,1.0
train.1109,0,1.0,0.0,1.0,0.0,1.0
train.1122,0,1.0,1.0,1.0,1.0,1.0
train.1123,0,1.0,1.0,1.0,1.0,1.0
train.1144,0,1.0,1.0,1.0,0.0,1.0
train.1145,1,1.0,1.0,1.0,1.0,1.0
train.1164,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1171,1,1.0,1.0,1.0,1.0,1.0
train.1188,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1220,0,0.8,1.0,1.0,1.0,1.0
train.1221,0,0.8,1.0,1.0,1.0,1.0
train.1222,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1223,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1224,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1225,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1229,0,1.0,1.0,1.0,1.0,0.5
train.1232,0,0.8,1.0,1.0,1.0,1.0
train.1233,0,0.8,1.0,1.0,1.0,1.0
train.1234,0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0
train.1235,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1238,0,1.0,1.0,1.0,1.0,1.0
train.1239,0,1.0,1.0,1.0,1.0,1.0
train.1256,1,1.0,1.0,1.0,1.0,1.0
train.1257,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1258,0,1.0,0.0,0.0,0.0,0.0
train.1259,0,1.0,0.0,0.0,0.0,0.0
train.1260,1,1.0,1.0,1.0,1.0,1.0
train.1261,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1262,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1263,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1272,0,1.0,0.0,1.0,0.0,1.0
train.1275,0,1.0,0.0,1.0,0.0,0.5
train.1277,0,0.7619047619047619,1.0,0.0,1.0,1.0
train.1278,0,0.0,0.5,1.0,1.0,1.0
train.1289,0,1.0,0.0,1.0,0.0,1.0
train.1291,0,0.0,1.0,1.0,1.0,1.0
train.1294,0,1.0,0.5,1.0,1.0,1.0
train.1296,0,0.0,1.0,1.0,1.0,1.0
train.1297,0,1.0,0.6666666666666666,1.0,1.0,0.5
train.1298,0,1.0,0.0,1.0,0.0,0.0
train.1299,0,1.0,1.0,1.0,1.0,0.5
train.1300,0,1.0,0.4,1.0,1.0,0.5
train.1303,0,0.0,1.0,1.0,0.0,1.0
train.1304,0,0.0,0.4,1.0,0.0,1.0
train.1305,0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666
train.1306,0,1.0,1.0,1.0,1.0,0.6666666666666666
train.1310,0,0.0,0.0,1.0,1.0,1.0
train.1355,0,1.0,0.5,1.0,1.0,1.0
train.1364,1,1.0,1.0,1.0,1.0,1.0
train.1365,1,1.0,1.0,1.0,1.0,1.0
train.1375,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1400,0,0.6666666666666666,0.6000000000000001,0.0,0.0,1.0
train.1401,0,0.6666666666666666,0.6000000000000001,0.0,0.0,1.0
train.1422,0,1.0,0.75,1.0,1.0,1.0
train.1424,0,1.0,0.75,1.0,1.0,1.0
train.1425,0,1.0,0.3333333333333333,1.0,1.0,1.0
train.1426,0,1.0,0.5333333333333333,1.0,0.0,1.0
train.1427,0,1.0,0.5333333333333333,1.0,0.0,1.0
train.1435,0,1.0,0.5,1.0,1.0,1.0
train.1436,0,1.0,0.75,1.0,1.0,1.0
train.1437,0,1.0,0.75,1.0,1.0,1.0
train.1438,0,1.0,0.0,1.0,0.0,0.0
train.1439,0,1.0,0.0,1.0,0.0,0.0
train.1448,0,0.5,0.0,1.0,0.0,1.0
train.1449,0,1.0,0.0,1.0,0.0,1.0
train.1452,0,1.0,0.6666666666666666,1.0,1.0,1.0
train.1453,0,1.0,0.4,1.0,1.0,1.0
train.1454,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.1455,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.1458,1,1.0,1.0,1.0,1.0,1.0
train.1461,0,1.0,0.0,1.0,1.0,1.0
train.1464,0,1.0,0.5,1.0,1.0,1.0
train.1476,1,1.0,0.75,1.0,1.0,1.0
train.1478,1,1.0,0.75,1.0,1.0,1.0
train.1480,1,1.0,0.75,1.0,1.0,1.0
train.1489,0,1.0,0.5,1.0,1.0,1.0
train.1499,1,1.0,1.0,0.0,0.0,0.5
train.1511,1,1.0,1.0,1.0,1.0,1.0
train.1513,1,1.0,1.0,1.0,1.0,1.0
train.1515,0,0.0,1.0,1.0,1.0,1.0
train.1516,0,0.0,1.0,1.0,1.0,1.0
train.1517,0,1.0,0.5,1.0,1.0,0.0
train.1518,0,1.0,0.5,1.0,1.0,0.0
train.1519,0,1.0,0.0,1.0,0.0,0.0
train.1521,0,1.0,0.5,1.0,1.0,1.0
train.1522,0,1.0,0.0,1.0,0.0,0.0
train.1527,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.1528,0,0.6666666666666666,1.0,0.0,1.0,0.5
train.1531,0,1.0,0.5,1.0,1.0,0.5
train.1533,0,1.0,0.0,1.0,1.0,0.5
train.1535,0,1.0,1.0,1.0,0.0,1.0
train.1536,0,1.0,1.0,1.0,0.0,1.0
train.1545,0,0.6666666666666666,0.5,1.0,1.0,1.0
train.1546,0,0.6666666666666666,0.5,1.0,1.0,1.0
train.1549,1,1.0,1.0,1.0,1.0,1.0
train.1553,0,0.8571428571428571,1.0,1.0,1.0,1.0
train.1556,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.1558,0,0.0,1.0,1.0,1.0,1.0
train.1568,0,0.0,1.0,0.0,1.0,0.5
train.1569,0,0.5,1.0,0.0,1.0,1.0
train.1570,0,0.0,1.0,0.0,1.0,1.0
train.1579,0,1.0,1.0,0.0,1.0,1.0
train.1580,0,1.0,1.0,0.0,1.0,1.0
train.1589,0,0.3333333333333333,1.0,0.0,1.0,1.0
train.1590,0,0.3333333333333333,1.0,0.0,1.0,1.0
train.1599,1,1.0,1.0,1.0,1.0,1.0
train.1602,1,1.0,0.0,0.0,0.0,1.0
train.1607,1,1.0,1.0,1.0,1.0,1.0
train.1610,0,1.0,0.0,0.0,1.0,1.0
train.1617,1,1.0,1.0,1.0,1.0,1.0
train.1621,0,0.5,1.0,1.0,1.0,1.0
train.1622,0,0.5,1.0,1.0,1.0,1.0
train.1623,1,1.0,1.0,1.0,1.0,1.0
train.1636,0,1.0,0.75,1.0,1.0,1.0
train.1637,0,1.0,1.0,1.0,0.0,1.0
train.1641,0,1.0,0.75,1.0,1.0,1.0
train.1642,0,1.0,0.3333333333333333,1.0,0.5,1.0
train.1667,0,0.5,1.0,0.0,1.0,1.0
train.1668,0,0.5,1.0,0.0,1.0,1.0
train.1683,0,1.0,1.0,1.0,0.0,1.0
train.1694,0,0.5,1.0,1.0,1.0,1.0
train.1710,0,0.5,1.0,0.0,1.0,1.0
train.1711,0,1.0,0.0,1.0,0.0,0.0
train.1726,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1734,0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0
train.1735,0,0.3333333333333333,0.0,0.0,0.0,0.5
train.1749,1,1.0,1.0,1.0,1.0,1.0
train.1754,1,1.0,1.0,1.0,1.0,1.0
train.1755,0,1.0,0.0,1.0,0.0,0.0
train.1762,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1764,0,1.0,0.25,1.0,0.0,1.0
train.1765,0,1.0,0.25,1.0,0.0,1.0
train.1768,0,1.0,0.0,1.0,0.5,0.8333333333333333
train.1769,0,1.0,0.0,1.0,0.5,0.8333333333333333
train.1770,0,1.0,1.0,1.0,0.0,1.0
train.1771,1,1.0,1.0,1.0,0.0,1.0
train.1790,0,0.8,1.0,1.0,1.0,1.0
train.1791,0,0.8,0.0,1.0,1.0,1.0
train.1810,0,1.0,0.0,1.0,0.0,0.0
train.1811,0,1.0,0.0,1.0,0.0,0.0
train.1812,0,0.0,1.0,1.0,1.0,0.5
train.1813,0,0.0,1.0,1.0,1.0,0.5
train.1831,0,1.0,0.0,1.0,0.0,1.0
train.1843,0,0.8,1.0,1.0,1.0,1.0
train.1855,0,1.0,0.5,1.0,0.0,1.0
train.1860,0,1.0,0.0,1.0,0.0,0.0
train.1861,0,1.0,0.0,1.0,0.0,0.0
train.1866,1,1.0,0.3333333333333333,0.0,1.0,1.0
train.1867,1,1.0,0.3333333333333333,0.0,0.0,1.0
train.1872,0,0.8333333333333333,1.0,1.0,1.0,0.0
train.1873,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1878,0,1.0,0.5,1.0,1.0,1.0
train.1879,0,1.0,0.5,1.0,1.0,1.0
train.1882,0,1.0,0.0,1.0,0.0,1.0
train.1883,0,1.0,0.0,1.0,0.0,1.0
train.1896,0,1.0,0.3333333333333333,0.0,1.0,1.0
train.1906,1,1.0,0.25,0.0,0.0,1.0
train.1908,0,0.0,0.0,0.0,0.0,1.0
train.1922,0,0.5,1.0,0.6666666666666666,1.0,1.0
train.1925,0,0.5,1.0,0.0,1.0,1.0
train.1955,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1960,1,1.0,0.3333333333333333,1.0,0.0,1.0
train.1961,0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0
train.1962,0,0.75,1.0,1.0,1.0,0.0
train.1963,0,0.5,1.0,1.0,1.0,0.5
train.1964,0,1.0,0.3333333333333333,0.0,1.0,1.0
train.1969,0,1.0,0.5,1.0,1.0,1.0
train.1974,1,1.0,1.0,1.0,1.0,1.0
train.1975,0,1.0,0.0,1.0,0.0,1.0
train.1985,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.1993,0,0.0,1.0,1.0,1.0,1.0
train.1998,0,1.0,0.5,1.0,1.0,1.0
train.2010,1,1.0,0.0,1.0,0.0,1.0
train.2019,1,1.0,0.3333333333333333,0.0,0.0,1.0
train.2020,0,1.0,0.3333333333333333,0.0,0.0,1.0
train.2021,0,1.0,0.0,1.0,0.0,1.0
train.2022,0,1.0,0.0,1.0,0.0,1.0
train.2024,0,0.4,1.0,0.0,1.0,1.0
train.2031,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.2032,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.2036,0,1.0,0.5,1.0,1.0,1.0
train.2038,0,1.0,0.0,1.0,0.0,1.0
train.2049,0,0.6666666666666666,1.0,1.0,1.0,1.0
train.2050,1,1.0,1.0,1.0,1.0,1.0
train.2057,0,0.5,1.0,0.0,1.0,1.0
train.2058,0,0.5,1.0,0.0,1.0,1.0
train.2071,0,0.5,1.0,0.0,1.0,1.0
train.2072,0,0.5,1.0,0.0,1.0,1.0
train.2081,0,1.0,0.75,1.0,1.0,1.0
train.2082,0,1.0,0.75,1.0,1.0,1.0
train.2088,0,1.0,0.0,1.0,0.0,0.0
train.2090,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.2095,0,0.5,1.0,0.0,1.0,1.0
train.2096,0,0.6666666666666666,0.8,0.0,0.0,1.0
train.2114,0,1.0,0.75,1.0,1.0,1.0
train.2121,0,1.0,0.3333333333333333,1.0,0.0,1.0
train.2122,0,1.0,0.6666666666666666,1.0,0.0,1.0
train.2129,0,0.4,1.0,0.0,1.0,0.5
train.2132,0,1.0,0.5,1.0,1.0,1.0
train.2140,0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0
train.2146,0,0.6666666666666666,1.0,1.0,1.0,0.5
train.2149,0,0.0,0.0,1.0,0.0,1.0
train.2150,0,1.0,0.3333333333333333,1.0,0.5,1.0
train.2152,0,0.5,1.0,1.0,1.0,1.0
train.2167,1,1.0,1.0,1.0,1.0,0.5
train.2168,0,1.0,1.0,1.0,1.0,0.5
train.2173,0,0.0,0.25,1.0,1.0,0.5
train.2174,0,0.0,0.0,1.0,0.0,0.5
train.2176,0,1.0,0.5,1.0,1.0,1.0
train.2179,1,0.5,1.0,0.0,0.0,1.0
train.2180,0,0.5,0.0,0.0,0.0,1.0
train.2181,0,1.0,0.7333333333333334,1.0,0.5,1.0
train.2182,0,1.0,0.7333333333333334,1.0,0.5,1.0
train.2183,0,1.0,0.5833333333333333,1.0,1.0,0.5
train.2184,0,1.0,0.8333333333333333,1.0,1.0,0.5
train.2185,0,1.0,0.9,1.0,1.0,0.5
train.2186,0,1.0,0.9,1.0,1.0,0.5
train.2189,0,0.0,1.0,0.0,1.0,1.0
train.2190,0,0.0,1.0,0.0,1.0,1.0
train.2194,0,0.0,0.6000000000000001,1.0,0.0,0.5
train.2202,1,1.0,1.0,1.0,1.0,1.0
train.2217,0,1.0,0.5,1.0,0.0,1.0
train.2218,0,1.0,0.5,1.0,0.0,1.0
train.2219,0,0.0,1.0,1.0,1.0,1.0
train.2220,0,0.0,0.75,1.0,1.0,1.0
train.2221,0,1.0,1.0,1.0,1.0,1.0
